obj_id,obj,segment,dt,target,pred,pred_init,weekday,week
0,ADY,C,2025-05-18 00:00:00,-92.9502572089,,,Sunday,20
0,ADY,C,2025-05-18 01:00:00,-88.8742134527,,,Sunday,20
0,ADY,C,2025-05-18 02:00:00,-88.7372233828,,,Sunday,20
0,ADY,C,2025-05-18 03:00:00,-89.5546725191,,,Sunday,20
0,ADY,C,2025-05-18 04:00:00,-94.7278295207,,,Sunday,20
0,ADY,C,2025-05-18 05:00:00,-90.4256939481,,,Sunday,20
0,ADY,C,2025-05-18 06:00:00,-87.844519777,,,Sunday,20
0,ADY,C,2025-05-18 07:00:00,-90.6804433113,,,Sunday,20
0,ADY,C,2025-05-18 08:00:00,-85.9196581905,,,Sunday,20
0,ADY,C,2025-05-18 09:00:00,-85.2544825251,,,Sunday,20
0,ADY,C,2025-05-18 10:00:00,-84.4136736933,,,Sunday,20
0,ADY,C,2025-05-18 11:00:00,-82.899937139,,,Sunday,20
0,ADY,C,2025-05-18 12:00:00,-84.4232053867,,,Sunday,20
0,ADY,C,2025-05-18 13:00:00,-87.77808514029999,,,Sunday,20
0,ADY,C,2025-05-18 14:00:00,-89.507183489,,,Sunday,20
0,ADY,C,2025-05-18 15:00:00,-95.9011808958,,,Sunday,20
0,ADY,C,2025-05-18 16:00:00,-91.3413194418,,,Sunday,20
0,ADY,C,2025-05-18 17:00:00,-84.0809216198,,,Sunday,20
0,ADY,C,2025-05-18 18:00:00,-82.7964558108,,,Sunday,20
0,ADY,C,2025-05-18 19:00:00,-79.285967402,,,Sunday,20
0,ADY,C,2025-05-18 20:00:00,-75.2375208728,,,Sunday,20
0,ADY,C,2025-05-18 21:00:00,-75.7880908634,,,Sunday,20
0,ADY,C,2025-05-18 22:00:00,-78.1286645703,,,Sunday,20
0,ADY,C,2025-05-18 23:00:00,-69.4461927535,,,Sunday,20
0,ADY,C,2025-05-19 00:00:00,-75.3958249788,83.6552314879,-92.9502572089,Monday,21
0,ADY,C,2025-05-19 01:00:00,-70.7812759472,81.8210117977,-90.9122353308,Monday,21
0,ADY,C,2025-05-19 02:00:00,-70.023005945,81.1685082134,-90.1872313481,Monday,21
0,ADY,C,2025-05-19 03:00:00,-70.3401186018,80.1498328063,-89.0553697848,Monday,21
0,ADY,C,2025-05-19 04:00:00,-75.0495974712,81.9059176267,-91.0065751409,Monday,21
0,ADY,C,2025-05-19 05:00:00,-70.3509983019,82.4124587963,-91.5693986626,Monday,21
0,ADY,C,2025-05-19 06:00:00,-67.5235008752,81.8994129737,-90.9993477486,Monday,21
0,ADY,C,2025-05-19 07:00:00,-69.9789723817,80.6851971108,-89.6502190121,Monday,21
0,ADY,C,2025-05-19 08:00:00,-64.8809002613,79.3333863837,-88.148207093,Monday,21
0,ADY,C,2025-05-19 09:00:00,-64.0626692683,78.556375208,-87.2848613423,Monday,21
0,ADY,C,2025-05-19 10:00:00,-63.2152745368,76.6763443227,-85.1959381363,Monday,21
0,ADY,C,2025-05-19 11:00:00,-61.7669413789,75.7704280071,-84.1893644525,Monday,21
0,ADY,C,2025-05-19 12:00:00,-63.1078422816,75.5210448657,-83.912272073,Monday,21
0,ADY,C,2025-05-19 13:00:00,-66.4644496034,76.5303682999,-85.0337425554,Monday,21
0,ADY,C,2025-05-19 14:00:00,-68.2835313875,78.5125422047,-87.2361580053,Monday,21
0,ADY,C,2025-05-19 15:00:00,-74.8969186221,81.9559348577,-91.0621498417,Monday,21
0,ADY,C,2025-05-19 16:00:00,-70.6719756128,83.024905148,-92.2498946089,Monday,21
0,ADY,C,2025-05-19 17:00:00,-63.7198027909,81.3970265872,-90.4411406525,Monday,21
0,ADY,C,2025-05-19 18:00:00,-62.9905685552,77.4656090618,-86.0728989575,Monday,21
0,ADY,C,2025-05-19 19:00:00,-60.0891347742,73.8490034498,-82.0544482775,Monday,21
0,ADY,C,2025-05-19 20:00:00,-56.7754278211,71.1959832257,-79.1066480286,Monday,21
0,ADY,C,2025-05-19 21:00:00,-58.0004914846,69.0934737415,-76.7705263794,Monday,21
0,ADY,C,2025-05-19 22:00:00,-60.8935623606,68.746282892,-76.3847587689,Monday,21
0,ADY,C,2025-05-19 23:00:00,-52.9653255146,67.0088844562,-74.4543160624,Monday,21
0,ADY,C,2025-05-20 00:00:00,-59.5637396502,-96.6206289978,-74.3235607675,Tuesday,21
0,ADY,C,2025-05-20 01:00:00,-55.2157880453,-93.4367605944,-71.8744312265,Tuesday,21
0,ADY,C,2025-05-20 02:00:00,-54.7548451063,-93.6867129774,-72.0667022903,Tuesday,21
0,ADY,C,2025-05-20 03:00:00,-55.3961348393,-91.4959068807,-70.3814668313,Tuesday,21
0,ADY,C,2025-05-20 04:00:00,-60.4423916576,-93.3455128745,-71.8042406727,Tuesday,21
0,ADY,C,2025-05-20 05:00:00,-56.1171734526,-93.4876428958,-71.9135714583,Tuesday,21
0,ADY,C,2025-05-20 06:00:00,-53.358319581800004,-92.2671085476,-70.9746988828,Tuesday,21
0,ADY,C,2025-05-20 07:00:00,-56.0337161595,-90.0698376755,-69.2844905196,Tuesday,21
0,ADY,C,2025-05-20 08:00:00,-51.1416873995,-87.6994618579,-67.4611245061,Tuesday,21
0,ADY,C,2025-05-20 09:00:00,-50.4078256263,-86.1997681615,-66.3075139704,Tuesday,21
0,ADY,C,2025-05-20 10:00:00,-49.4842249025,-83.2688324287,-64.0529480221,Tuesday,21
0,ADY,C,2025-05-20 11:00:00,-48.1545256682,-81.9194502464,-63.014961728,Tuesday,21
0,ADY,C,2025-05-20 12:00:00,-49.7017550415,-81.5056918854,-62.6966860657,Tuesday,21
0,ADY,C,2025-05-20 13:00:00,-53.0920252531,-82.9136677477,-63.7797444213,Tuesday,21
0,ADY,C,2025-05-20 14:00:00,-54.8029519018,-85.737523418,-65.9519410908,Tuesday,21
0,ADY,C,2025-05-20 15:00:00,-61.2056588081,-90.8461231656,-69.8816332043,Tuesday,21
0,ADY,C,2025-05-20 16:00:00,-56.7425248459,-92.6693844363,-71.2841418741,Tuesday,21
0,ADY,C,2025-05-20 17:00:00,-49.6800825292,-90.6917687112,-69.7628990086,Tuesday,21
0,ADY,C,2025-05-20 18:00:00,-48.6994837506,-85.5323503489,-65.794115653,Tuesday,21
0,ADY,C,2025-05-20 19:00:00,-45.5875134084,-80.9464526521,-62.2665020401,Tuesday,21
0,ADY,C,2025-05-20 20:00:00,-42.0361421218,-77.9372234985,-59.9517103835,Tuesday,21
0,ADY,C,2025-05-20 21:00:00,-43.0712734926,-75.7748567679,-58.2883513599,Tuesday,21
0,ADY,C,2025-05-20 22:00:00,-45.8690239532,-76.1234420553,-58.5564938887,Tuesday,21
0,ADY,C,2025-05-20 23:00:00,-37.7723795786,-74.4723977226,-57.2864597866,Tuesday,21
0,ADY,C,2025-05-21 00:00:00,-46.5916667637,-75.1498052611,-57.8075425085,Wednesday,21
0,ADY,C,2025-05-21 01:00:00,-42.2257746166,-72.689436391,-55.91495107,Wednesday,21
0,ADY,C,2025-05-21 02:00:00,-41.7289032273,-73.4648948808,-56.5114576006,Wednesday,21
0,ADY,C,2025-05-21 03:00:00,-42.2482385302,-71.6589327961,-55.122255997,Wednesday,21
0,ADY,C,2025-05-21 04:00:00,-46.8816462613,-73.9237943614,-56.8644572011,Wednesday,21
0,ADY,C,2025-05-21 05:00:00,-42.1568769979,-74.5141366447,-57.3185666498,Wednesday,21
0,ADY,C,2025-05-21 06:00:00,-39.2041004393,-73.6310833665,-56.6392948973,Wednesday,21
0,ADY,C,2025-05-21 07:00:00,-41.5967337818,-71.7206573174,-55.169736398,Wednesday,21
0,ADY,C,2025-05-21 08:00:00,-36.4658561659,-69.564613361,-53.5112410469,Wednesday,21
0,ADY,C,2025-05-21 09:00:00,-35.593986855,-68.2860659803,-52.5277430618,Wednesday,21
0,ADY,C,2025-05-21 10:00:00,-34.6141062721,-65.4479531023,-50.3445793095,Wednesday,21
0,ADY,C,2025-05-21 11:00:00,-32.9380012563,-64.1535163521,-49.3488587324,Wednesday,21
0,ADY,C,2025-05-21 12:00:00,-34.0665058243,-63.847552432,-49.1135018708,Wednesday,21
0,ADY,C,2025-05-21 13:00:00,-37.173440694,-65.4109325839,-50.3161019876,Wednesday,21
0,ADY,C,2025-05-21 14:00:00,-38.572313244,-68.2919172852,-52.5322440655,Wednesday,21
0,ADY,C,2025-05-21 15:00:00,-44.6964943962,-73.2769422506,-56.3668786543,Wednesday,21
0,ADY,C,2025-05-21 16:00:00,-40.0513680483,-74.8588254075,-57.5837118519,Wednesday,21
0,ADY,C,2025-05-21 17:00:00,-32.9078321346,-72.638915346,-55.8760887277,Wednesday,21
0,ADY,C,2025-05-21 18:00:00,-31.8728432849,-67.2195728212,-51.7073637086,Wednesday,21
0,ADY,C,2025-05-21 19:00:00,-28.541633117,-62.3857345315,-47.9890265627,Wednesday,21
0,ADY,C,2025-05-21 20:00:00,-24.7786156637,-59.073360355,-45.4410464269,Wednesday,21
0,ADY,C,2025-05-21 21:00:00,-25.7307799966,-56.6344692432,-43.5649763409,Wednesday,21
0,ADY,C,2025-05-21 22:00:00,-28.4145258916,-56.756457146,-43.6588131892,Wednesday,21
0,ADY,C,2025-05-21 23:00:00,-20.3422674384,-54.9088267105,-42.2375590081,Wednesday,21
0,ADY,C,2025-05-22 00:00:00,-19.0836072969,17.3644093727,-43.4110234318,Thursday,21
0,ADY,C,2025-05-22 01:00:00,-14.6854510752,16.8786427944,-42.1966069863,Thursday,21
0,ADY,C,2025-05-22 02:00:00,-14.0305801564,17.406179281,-43.5154482025,Thursday,21
0,ADY,C,2025-05-22 03:00:00,-14.5779423421,16.8270555164,-42.0676387913,Thursday,21
0,ADY,C,2025-05-22 04:00:00,-19.3914872421,17.4478384025,-43.6195960062,Thursday,21
0,ADY,C,2025-05-22 05:00:00,-14.6536699361,17.5049015719,-43.7622539298,Thursday,21
0,ADY,C,2025-05-22 06:00:00,-11.9137535146,17.0990164931,-42.7475412328,Thursday,21
0,ADY,C,2025-05-22 07:00:00,-14.5399878653,16.394361496,-40.9859037397,Thursday,21
0,ADY,C,2025-05-22 08:00:00,-9.5950582618,15.6355587184,-39.0888967957,Thursday,21
0,ADY,C,2025-05-22 09:00:00,-9.0058421779,15.1542102404,-37.8855256009,Thursday,21
0,ADY,C,2025-05-22 10:00:00,-8.2916072319,14.2231932392,-35.5579830977,Thursday,21
0,ADY,C,2025-05-22 11:00:00,-7.063074931,13.752812584499999,-34.3820314611,Thursday,21
0,ADY,C,2025-05-22 12:00:00,-8.6943463771,13.549148447,-33.8728711176,Thursday,21
0,ADY,C,2025-05-22 13:00:00,-12.3013594547,13.8903930367,-34.7259825915,Thursday,21
0,ADY,C,2025-05-22 14:00:00,-14.3478223145,14.641634635,-36.6040865874,Thursday,21
0,ADY,C,2025-05-22 15:00:00,-21.0582860478,16.0589664446,-40.1474161114,Thursday,21
0,ADY,C,2025-05-22 16:00:00,-16.8281027541,16.4426900919,-41.1067252295,Thursday,21
0,ADY,C,2025-05-22 17:00:00,-9.9554721256,15.687425944,-39.2185648597,Thursday,21
0,ADY,C,2025-05-22 18:00:00,-9.2066040837,13.9776057957,-34.9440144892,Thursday,21
0,ADY,C,2025-05-22 19:00:00,-6.2409831407,12.4429744715,-31.1074361788,Thursday,21
0,ADY,C,2025-05-22 20:00:00,-3.0524184359,11.3590789421,-28.3976973552,Thursday,21
0,ADY,C,2025-05-22 21:00:00,-4.4624210945,10.5401371703,-26.3503429258,Thursday,21
0,ADY,C,2025-05-22 22:00:00,-7.6640935218,10.5231895404,-26.3079738507,Thursday,21
0,ADY,C,2025-05-22 23:00:00,-0.0059709784,9.9316764436,-24.8291911089,Thursday,21
0,ADY,C,2025-05-23 00:00:00,-2.1488961654,-29.3975069383,-22.6134668756,Friday,21
0,ADY,C,2025-05-23 01:00:00,1.6043284443,-23.4482411845,-18.0371086035,Friday,21
0,ADY,C,2025-05-23 02:00:00,1.4305347496,-20.7131766956,-15.9332128428,Friday,21
0,ADY,C,2025-05-23 03:00:00,0.3274840547,-18.760721882,-14.4313245246,Friday,21
0,ADY,C,2025-05-23 04:00:00,-5.1363581244,-20.800004220799998,-16.0000032468,Friday,21
0,ADY,C,2025-05-23 05:00:00,-1.2269799061,-21.0700097921,-16.2076998401,Friday,21
0,ADY,C,2025-05-23 06:00:00,0.8639020453,-19.9155279669,-15.3196368976,Friday,21
0,ADY,C,2025-05-23 07:00:00,-2.329266524,-17.8132115703,-13.7024704387,Friday,21
0,ADY,C,2025-05-23 08:00:00,2.1168324137,-15.6211465114,-12.0162665472,Friday,21
0,ADY,C,2025-05-23 09:00:00,2.2935301245,-14.3610515988,-11.0469627683,Friday,21
0,ADY,C,2025-05-23 10:00:00,2.7086047758,-11.6534199911,-8.9641692239,Friday,21
0,ADY,C,2025-05-23 11:00:00,3.6929023036,-10.5562272143,-8.1201747802,Friday,21
0,ADY,C,2025-05-23 12:00:00,1.8826600411,-10.4212457007,-8.0163428467,Friday,21
0,ADY,C,2025-05-23 13:00:00,-1.948845509,-12.1588049972,-9.3529269209,Friday,21
0,ADY,C,2025-05-23 14:00:00,-4.1971094543,-15.3155288634,-11.7811760488,Friday,21
0,ADY,C,2025-05-23 15:00:00,-11.2084977534,-20.673236054,-15.9024892723,Friday,21
0,ADY,C,2025-05-23 16:00:00,-7.2482895657,-22.6348248171,-17.4114037055,Friday,21
0,ADY,C,2025-05-23 17:00:00,-0.7157386865,-20.7314730685,-15.9472869758,Friday,21
0,ADY,C,2025-05-23 18:00:00,-0.411642243,-15.5957442174,-11.9967263211,Friday,21
0,ADY,C,2025-05-23 19:00:00,1.9700799593,-11.007992385,-8.46768645,Friday,21
0,ADY,C,2025-05-23 20:00:00,4.8449144228000005,-8.0166691194,-6.1666685534,Friday,21
0,ADY,C,2025-05-23 21:00:00,2.9448925553,-5.9608564908,-4.5852742237,Friday,21
0,ADY,C,2025-05-23 22:00:00,-0.8033973133000001,-6.5775376559000005,-5.0596443507,Friday,21
0,ADY,C,2025-05-23 23:00:00,6.2952222577,-5.2574104244,-4.0441618649,Friday,21
0,ADY,C,2025-05-24 00:00:00,4.6267936868,-4.2548829551,-3.2729868885,Saturday,21
0,ADY,C,2025-05-24 01:00:00,7.9634363829,-0.23856676970000001,-0.18351289980000002,Saturday,21
0,ADY,C,2025-05-24 02:00:00,7.2994098608,0.3839190456,0.2953223428,Saturday,21
0,ADY,C,2025-05-24 03:00:00,5.4761360544,1.4570171411000001,1.1207824162,Saturday,21
0,ADY,C,2025-05-24 04:00:00,-0.8495934806000001,-1.4639470387,-1.1261131067,Saturday,21
0,ADY,C,2025-05-24 05:00:00,2.2332689214,-2.6155367229,-2.0119513253,Saturday,21
0,ADY,C,2025-05-24 06:00:00,3.4626951231,-2.3830889269,-1.8331453284,Saturday,21
0,ADY,C,2025-05-24 07:00:00,-0.8635220488,-1.1666825668,-0.8974481283,Saturday,21
